_id,企业,企业规模,关键词,发布时间,城市,学历要求,岗位名称,福利,经验要求,薪资,融资情况,行业
5d43ea6b51eceec5c3085020,萨摩耶金服,150-500人,数据分析,2019-08-0209:50:00,上海,本科,数据分析师,"精英团队,弹性工作,工作氛围好",经验1-3年,10k-20k,C轮,金融
5d43ea6b51eceec5c3085021,上海你我贷互联网金融信息服务,500-2000人,数据分析,2019-07-29,上海,本科,数据分析师（极融） (MJ000671),弹性工作 丰厚年底奖金,经验1年以下,15k-20k,上市公司,金融
5d43ea6b51eceec5c3085022,携程,2000人以上,数据分析,2019-08-0214:25:00,上海,本科,数据分析师,技术大牛群集，年度旅游，晋升机会,经验1-3年,15k-25k,上市公司,旅游
5d43ea6c51eceec5c3085023,流利说®,2000人以上,数据分析,2019-08-0212:06:00,上海,不限,数据分析师,美股上市 人工智能 不打卡 硅谷文化,经验3-5年,20k-35k,上市公司,教育
5d43ea6c51eceec5c3085024,趣头条,500-2000人,数据分析,2019-08-0210:10:00,上海,本科,数据分析师,薪资待遇好，全年基本上15薪以上。,经验3-5年,20k-40k,上市公司,文娱丨内容
5d43ea6c51eceec5c3085025,招商银行—出行易,150-500人,数据分析,2019-08-0209:33:00,上海,本科,数据分析工程师,带薪年假，节日补贴，高低温补，,经验3-5年,15k-25k,不需要融资,电商
5d43ea6c51eceec5c3085026,GeexFinance,150-500人,数据分析,2019-07-25,上海,本科,数据分析师,高速发展 精英团队 大牛带路,经验3-5年,15k-25k,A轮,金融
5d43ea6c51eceec5c3085027,哈啰出行,2000人以上,数据分析,2019-07-16,上海,不限,数据分析师 (MJ003207),互联网公司 弹性工作 领导好,经验不限,15k-25k,D轮及以上,"移动互联网,硬件"
5d43ea6c51eceec5c3085028,寻找母星,50-150人,数据分析,2019-08-0209:44:00,上海,本科,数据分析工程师,"大牛云集,薪资丰厚,团队优秀,晋升空间大",经验1-3年,11k-18k,天使轮,"移动互联网,消费生活"
5d43ea6d51eceec5c3085029,宏信金服,50-150人,数据分析,2019-07-25,上海,本科,数据分析师,数据分析、业务策略分析,经验1-3年,15k-25k,不需要融资,金融
5d43ea6d51eceec5c308502a,CLPS,500-2000人,数据分析,2019-08-0213:51:00,上海,硕士,数据分析师,"待遇高,环境好,有前景",经验1-3年,15k-22k,未融资,"数据服务,金融"
5d43ea6d51eceec5c308502b,永辉云创科技有限公司,2000人以上,数据分析,2019-08-0213:47:00,上海,本科,资深数据分析师,待遇优、空间大、平台好,经验5-10年,28k-38k,D轮及以上,"电商,消费生活"
5d43ea6d51eceec5c308502c,安我,50-150人,数据分析,2019-07-29,上海,本科,数据分析师,五险一金、绩效奖金、节日福利、户外活动,经验1-3年,10k-20k,A轮,医疗丨健康
5d43ea6f51eceec5c308502d,哈啰出行,2000人以上,数据分析,2019-08-0211:14:00,上海,不限,数据分析经理,"14薪,E轮,期权奖励",经验5-10年,26k-40k,D轮及以上,"移动互联网,硬件"
5d43ea6f51eceec5c308502e,趣头条,500-2000人,数据分析,2019-08-0215:14:00,上海,本科,资深数据分析师,上市公司，千万级日活，上升空间,经验5-10年,25k-50k,上市公司,文娱丨内容
5d43ea6f51eceec5c308502f,HARB,50-150人,数据分析,2019-07-29,上海,本科,数据分析师,"发展空间大,弹性工作,福利好,管理扁平",经验1-3年,10k-20k,B轮,企业服务
5d43ea7051eceec5c3085030,饿了么,2000人以上,数据分析,2019-08-0210:17:00,上海,本科,数据分析专家,发展前景,经验5-10年,16k-32k,D轮及以上,消费生活
5d43ea7051eceec5c3085031,同盾科技,500-2000人,数据分析,2019-08-0209:39:00,上海,不限,数据分析师-杭州/上海-01685,六险一金、双休、节日福利、旅游、免费零食,经验1-3年,10k-20k,C轮,"信息安全,数据服务"
5d43ea7051eceec5c3085032,挖财,500-2000人,数据分析,2019-08-0209:56:00,上海,本科,高级数据分析师 (MJ001016),"公司平台,晋升空间,弹性工作,节假日福利",经验3-5年,15k-30k,D轮及以上,工具
5d43ea7051eceec5c3085033,拼多多,2000人以上,数据分析,2019-07-28,上海,本科,数据分析师（平台治理方向）,"平台好,大牛多,薪资待遇佳",经验1年以下,15k-30k,上市公司,"电商,移动互联网"
5d43ea7051eceec5c3085034,R2.ai,50-150人,数据分析,2019-08-01,上海,本科,数据分析师,AI 美国公司,经验1-3年,11k-16k,A轮,人工智能
5d43ea7151eceec5c3085035,长投学堂,150-500人,数据分析,2019-08-01,上海,硕士,数据分析师(KOL方向),五险一金 年终奖 周末双休 朝九晚六,经验不限,10k-20k,A轮,移动互联网
5d43ea7151eceec5c3085036,携程,2000人以上,数据分析,2019-07-31,上海,本科,数据分析师(J18427),"平台大,领导好,办公环境好",经验3-5年,15k-30k,上市公司,旅游
5d43ea7151eceec5c3085037,树融科技,15-50人,数据分析,2019-07-31,上海,硕士,资深数据分析师,"管理扁平化,海外背景,高学历同事,充分尊重",经验不限,20k-40k,天使轮,"企业服务,数据服务"
5d43ea7151eceec5c3085038,房价网,50-150人,数据分析,2019-07-28,上海,本科,数据分析师,"平台好,待遇好,老板好,机会多",经验3-5年,15k-30k,B轮,"移动互联网,数据服务"
5d43ea7151eceec5c3085039,易居克而瑞,500-2000人,数据分析,2019-07-29,上海,本科,数据分析师,五险一金 技能培训 岗位晋升 实习生留用,经验不限,2k-4k,上市公司,"移动互联网,消费生活"
5d43ea7251eceec5c308503a,复星,2000人以上,数据分析,2019-07-22,上海,本科,数据分析师,平台大,经验5-10年,20k-40k,上市公司,"消费生活,金融"
5d43ea7251eceec5c308503b,泛为,150-500人,数据分析,2019-08-0210:18:00,上海,本科,资深数据分析师,"五险一金,员工旅游,餐饮补贴,弹性工作",经验3-5年,15k-25k,不需要融资,"移动互联网,广告营销"
5d43ea7351eceec5c308503c,小红书,500-2000人,数据分析,2019-07-30,上海,本科,数据分析师,年底多薪 福利超好 成长超快,经验1-3年,10k-20k,D轮及以上,消费生活
5d43ea7351eceec5c308503d,ZRobot,50-150人,数据分析,2019-08-0211:15:00,上海,本科,初级数据分析师-数据分析与建模方向,"五险一金,补充医疗,节日福利,带薪年假",经验3-5年,20k-40k,未融资,"数据服务,企业服务"
5d43ea7351eceec5c308503e,圣承,50-150人,数据分析,2019-07-25,上海,大专,数据分析员,名企 平台大 领导好,经验1-3年,8k-10k,未融资,"移动互联网,教育"
5d43ea7351eceec5c308503f,还呗-智能信贷领先者,500-2000人,数据分析,2019-08-0213:56:00,上海,本科,数据分析专家,补充公积金 大牛多 弹性不打卡,经验5-10年,25k-35k,B轮,金融
5d43ea7351eceec5c3085040,上海你我贷互联网金融信息服务,500-2000人,数据分析,2019-08-01,上海,本科,资深数据分析师,领导nice 大平台 上市公司,经验3-5年,15k-18k,上市公司,金融
5d43ea7351eceec5c3085041,浦发信用卡,2000人以上,数据分析,2019-07-31,上海,本科,数据分析师,绩效工资,经验1-3年,15k-25k,上市公司,金融
5d43ea7451eceec5c3085042,途虎养车网,2000人以上,数据分析,2019-08-0215:07:00,上海,本科,资深数据分析师,扁平化管理,经验5-10年,25k-30k,D轮及以上,汽车丨出行
5d43ea7451eceec5c3085043,维信金融科技集团,2000人以上,数据分析,2019-07-23,上海,本科,数据分析师（风险分析）,"团队优秀,发展平台好",经验1-3年,13k-18k,上市公司,金融
5d43ea7451eceec5c3085044,申通快递,2000人以上,数据分析,2019-07-11,上海,本科,数据分析师（高级）,五险一金 周末双休 大平台,经验3-5年,17k-30k,上市公司,消费生活
5d43ea7451eceec5c3085045,爱回收,2000人以上,数据分析,2019-07-12,上海,本科,数据分析师,扁平化管理 独角兽 90后管理层,经验3-5年,15k-25k,D轮及以上,"电商,消费生活"
5d43ea7551eceec5c3085046,趣头条,500-2000人,数据分析,2019-08-01,上海,本科,初中级数据分析,上升空间大，弹性工作，技术驱动,经验1-3年,12k-22k,上市公司,文娱丨内容
5d43ea7551eceec5c3085047,旺旺集团,2000人以上,数据分析,2019-07-25,上海,不限,数据分析,有班车、食堂；零食福利,经验不限,6k-8k,上市公司,"电商,移动互联网"
5d43ea7551eceec5c3085048,艾大,15-50人,数据分析,2019-07-23,上海,本科,数据分析,行业前景好，福利待遇好，晋升空间大，,经验1-3年,13k-20k,未融资,"企业服务,数据服务"
5d43ea7551eceec5c3085049,挖财,500-2000人,数据分析,2019-08-0209:56:00,上海,不限,数据分析实习生 (MJ000998),"公司平台,晋升空间,弹性工作,节假日福利",经验不限,2k-4k,D轮及以上,工具
5d43ea7551eceec5c308504a,上海艺馨信息科技有限公司,少于15人,数据分析,2019-07-23,上海,本科,数据分析,五险一金、双休、媒体关注度高,经验不限,10k-15k,未融资,"社交,企业服务"
5d43ea7751eceec5c308504b,掌门1对1在线教育,2000人以上,数据分析,2019-07-27,上海,本科,数据分析师,14薪，快速发展,经验1-3年,10k-20k,D轮及以上,"移动互联网,教育"
5d43ea7751eceec5c308504c,上海腾聘,50-150人,数据分析,2019-07-25,上海,本科,数据分析leader,"发展空间,薪资给力,期权",经验5-10年,35k-65k,B轮,"移动互联网,数据服务"
5d43ea7751eceec5c308504d,WESTWELLlab西井科技,50-150人,数据分析,2019-07-22,上海,硕士,数据分析师,"发展平台,激发潜力,一线福利,团队有爱",经验不限,18k-25k,B轮,"数据服务,硬件"
5d43ea7751eceec5c308504e,携程,2000人以上,数据分析,2019-07-30,上海,本科,数据分析师,五险一金 节假日福利 带薪年假 年终奖,经验3-5年,15k-30k,上市公司,旅游
5d43ea7751eceec5c308504f,算话智能科技有限公司,50-150人,数据分析,2019-07-29,上海,不限,数据分析实习(可留用),优秀团队、股票期权、绩效奖金、福利补贴,经验不限,3k-5k,B轮,"数据服务,移动互联网"
5d43ea7851eceec5c3085050,平安医疗,500-2000人,数据分析,2019-07-04,上海,本科,数据分析,大平台,经验3-5年,15k-25k,未融资,医疗健康
5d43ea7851eceec5c3085051,证通股份,150-500人,数据分析,2019-07-25,上海,本科,数据分析师,"公司平台稳定有潜力,补充公积金,补充医疗",经验3-5年,20k-35k,不需要融资,"移动互联网,金融"
5d43ea7851eceec5c3085052,商涌网络,50-150人,数据分析,2019-08-0214:39:00,上海,本科,数据分析工程师,"学习成长快团队氛围好发展空间大,新兴行业",经验不限,8k-15k,A轮,数据服务
5d43ea7851eceec5c3085053,同盾科技,500-2000人,数据分析,2019-08-0209:39:00,上海,本科,数据分析leader（信贷风控）-00888,"五险一金,带薪年假,弹性工作,商业保险",经验5-10年,25k-35k,C轮,"信息安全,数据服务"
5d43ea7851eceec5c3085054,虎扑,150-500人,数据分析,2019-08-0209:38:00,上海,本科,数据分析工程师,"平台广阔,团队靠谱,激励优厚",经验3-5年,15k-30k,D轮及以上,"移动互联网,文娱丨内容"
5d43ea7951eceec5c3085055,凹凸租车,500-2000人,数据分析,2019-07-29,上海,本科,资深数据分析师,做五休二 办公环境佳,经验5-10年,25k-30k,C轮,"移动互联网,电商"
5d43ea7951eceec5c3085056,一面数据,50-150人,数据分析,2019-08-0210:26:00,上海,本科,数据分析师助理,大数据人工智能；名校系大牛；技术氛围浓,经验不限,5k-8k,A轮,"移动互联网,数据服务"
5d43ea7951eceec5c3085057,新分享科技服务,50-150人,数据分析,2019-07-16,上海,本科,数据分析岗,年底双薪，绩效奖金，带薪年假，金融科技,经验1-3年,20k-30k,B轮,金融
5d43ea7951eceec5c3085058,威斯科技,50-150人,数据分析,2019-08-0210:40:00,上海,本科,资深数据分析师,发展空间大，薪资待遇优厚,经验5-10年,30k-55k,未融资,移动互联网
5d43ea7951eceec5c3085059,韩创科技,500-2000人,数据分析,2019-08-0214:45:00,上海,本科,高级数据分析师,五险一金 周末双休 绩效奖金 带薪年假,经验3-5年,12k-18k,不需要融资,"移动互联网,文娱丨内容"
5d43ea7b51eceec5c308505a,久谦咨询,50-150人,数据分析,2019-07-26,上海,本科,数据分析师,"薪资高,待遇高,发展平台好",经验不限,9k-18k,未融资,"企业服务,数据服务"
5d43ea7b51eceec5c308505b,掌门1对1在线教育,2000人以上,数据分析,2019-07-18,上海,本科,数据分析师,14薪 员工旅游 定期体检 五险一金,经验1-3年,12k-23k,D轮及以上,"移动互联网,教育"
5d43ea7b51eceec5c308505c,拍拍贷,2000人以上,数据分析,2019-07-31,上海,本科,数据分析工程师/专家（市场流量）,优秀团队，快速发展，核心业务,经验1-3年,10k-15k,上市公司,金融
5d43ea7c51eceec5c308505d,小红书,500-2000人,数据分析,2019-07-15,上海,本科,数据分析师,"数据分析,用户增长,社区电商,大牛多",经验3-5年,15k-30k,D轮及以上,消费生活
5d43ea7c51eceec5c308505e,名片全能王,150-500人,数据分析,2019-08-0213:34:00,上海,本科,数据分析工程师,五险一金 扁平化管理,经验1-3年,10k-15k,C轮,移动互联网
5d43ea7c51eceec5c308505f,寻找母星,50-150人,数据分析,2019-08-0209:44:00,上海,本科,初级数据分析师,"大牛云集,薪资丰厚,团队优秀,晋升空间大",经验1年以下,6k-10k,天使轮,"移动互联网,消费生活"
5d43ea7c51eceec5c3085060,旖美科技,150-500人,数据分析,2019-07-03,上海,本科,数据分析师,氛围和谐 老大靠谱,经验1-3年,10k-18k,A轮,"数据服务,金融"
5d43ea7c51eceec5c3085061,同盾科技,500-2000人,数据分析,2019-08-0209:39:00,上海,本科,数据分析专家（信贷风控）-01364,五险一金、绩效奖金、带薪年假、行业前沿,经验3-5年,20k-30k,C轮,"信息安全,数据服务"
5d43ea7c51eceec5c3085062,云积互动,150-500人,数据分析,2019-08-0211:21:00,上海,本科,资深数据分析师,高能团队 五险一金 多次调薪,经验3-5年,15k-25k,天使轮,"企业服务,移动互联网"
5d43ea7d51eceec5c3085063,通联数据,150-500人,数据分析,2019-07-30,上海,本科,数据分析师（股票方向）SH,五险一金、年假、补充医疗保险,经验1-3年,15k-25k,不需要融资,金融
5d43ea7d51eceec5c3085064,GeexFinance,150-500人,数据分析,2019-07-25,上海,大专,数据分析工程师,晋升空间,经验3-5年,10k-20k,A轮,金融
5d43ea7d51eceec5c3085065,字节跳动,2000人以上,数据分析,2019-08-0212:00:00,上海,本科,数据分析经理,15薪+1000餐补/月1000房补/月,经验1-3年,30k-50k,C轮,文娱丨内容
5d43ea7d51eceec5c3085066,微盟,2000人以上,数据分析,2019-07-03,上海,本科,数据分析师（新零售）,"发展速度快,晋升空间大,团队给力",经验1-3年,8k-10k,上市公司,企业服务
5d43ea7d51eceec5c3085067,趣头条,500-2000人,数据分析,2019-08-01,上海,本科,高级数据分析师,大牛多 上市公司 福利好,经验5-10年,30k-60k,上市公司,文娱丨内容
5d43ea7d51eceec5c3085068,麦图科技,15-50人,数据分析,2019-08-01,上海,大专,数据分析专员-人工智能方向,股票期权，带薪年假，弹性工作，扁平管理,经验不限,7k-9k,A轮,数据服务
5d43ea7f51eceec5c3085069,小红书,500-2000人,数据分析,2019-07-15,上海,本科,数据分析师,包三餐 零食饮料无限量供应,经验3-5年,15k-30k,D轮及以上,消费生活
5d43ea8051eceec5c308506a,观远数据,50-150人,数据分析,2019-07-31,上海,本科,解决方案顾问/售前顾问 / 数据分析师,"成长空间,牛人团队,独挡一面,期权激励",经验3-5年,15k-30k,A轮,"企业服务,数据服务"
5d43ea8051eceec5c308506b,安居客,500-2000人,数据分析,2019-08-0209:48:00,上海,本科,高级数据分析师,团队专业、核心业务,经验3-5年,15k-20k,上市公司,移动互联网
5d43ea8051eceec5c308506c,携程,2000人以上,数据分析,2019-07-31,上海,本科,数据分析经理,旅游老大等你来~,经验3-5年,20k-40k,上市公司,旅游
5d43ea8051eceec5c308506d,GeexFinance,150-500人,数据分析,2019-07-25,上海,本科,资深数据分析师,"精英团队,优渥薪资,高速发展,大数据分析",经验3-5年,10k-20k,A轮,金融
5d43ea8051eceec5c308506e,Teambition,150-500人,数据分析,2019-08-0215:25:00,上海,本科,高级数据分析师,"团队优秀,定位明确,年息双薪",经验3-5年,20k-40k,B轮,"移动互联网,企业服务"
5d43ea8051eceec5c308506f,鱼泡泡,150-500人,数据分析,2019-08-01,上海,本科,高级数据分析师,"五险一金,弹性工作,团队氛围好,带薪年假",经验3-5年,15k-25k,B轮,社交
5d43ea8051eceec5c3085070,掌门1对1在线教育,2000人以上,数据分析,2019-07-27,上海,不限,数据分析专员,14薪 员工旅游 定期体检 五险一金,经验1-3年,12k-23k,D轮及以上,"移动互联网,教育"
5d43ea8151eceec5c3085071,零境网络,50-150人,数据分析,2019-07-18,上海,大专,游戏运营-数据分析师,年度海外旅游，扁平化管理，帅哥美女,经验3-5年,8k-13k,不需要融资,游戏
5d43ea8151eceec5c3085072,饿了么,2000人以上,数据分析,2019-07-17,上海,本科,资深数据分析师/商业分析专家,"大数据,场景复杂,多样化,有挑战",经验3-5年,20k-40k,D轮及以上,消费生活
5d43ea8151eceec5c3085073,趣头条,500-2000人,数据分析,2019-07-12,上海,本科,数据分析专家,美女如云，大牛云集,经验3-5年,25k-50k,上市公司,文娱丨内容
5d43ea8151eceec5c3085074,眸事网,150-500人,数据分析,2019-08-01,上海,不限,业务数据分析,期权激励 大数据平台 发展空间大,经验1-3年,8k-12k,天使轮,"移动互联网,企业服务"
5d43ea8151eceec5c3085075,算话智能科技有限公司,50-150人,数据分析,2019-07-29,上海,本科,高级数据分析师,优秀团队、绩效奖金、福利津贴、定期体检,经验3-5年,15k-30k,B轮,"数据服务,移动互联网"
5d43ea8151eceec5c3085076,米立,50-150人,数据分析,2019-07-27,上海,本科,资深数据分析/BI,股票期权、快速学习,经验1年以下,15k-30k,A轮,移动互联网
5d43ea8251eceec5c3085077,字节跳动,2000人以上,数据分析,2019-08-0211:46:00,上海,本科,数据分析工程师-效率工程,六险一金，高薪期权，弹性工作，免费三餐,经验不限,20k-40k,C轮,文娱丨内容
5d43ea8351eceec5c3085078,晨光科力普,500-2000人,数据分析,2019-07-31,上海,不限,数据分析专员,上市公司正规，细分市场龙头，业绩每年翻倍,经验不限,8k-15k,不需要融资,"电商,企业服务"
5d43ea8351eceec5c3085079,字节跳动,2000人以上,数据分析,2019-08-01,上海,本科,资深数据分析师,六险一金，弹性工作，免费三餐，餐补,经验1-3年,20k-40k,C轮,文娱丨内容
5d43ea8351eceec5c308507a,上海瑞阙文化发展有限公司,150-500人,数据分析,2019-08-01,上海,本科,数据分析主管（客服部门）,"五险一金,弹性工作,带薪病假,免费晚餐",经验5-10年,15k-20k,不需要融资,"移动互联网,金融"
5d43ea8451eceec5c308507b,饿了么,2000人以上,数据分析,2019-07-24,上海,本科,数据分析专家,发展前景 晋升空间,经验5-10年,25k-40k,D轮及以上,消费生活
5d43ea8451eceec5c308507c,快牛金科,500-2000人,数据分析,2019-07-30,上海,本科,数据分析主管,"大咖云集,福利好,做五休二,年终奖",经验3-5年,20k-35k,B轮,其他
5d43ea8451eceec5c308507d,京东物流,2000人以上,数据分析,2019-08-01,上海,本科,数据分析师,大平台，餐补,经验3-5年,12k-22k,上市公司,物流丨运输
5d43ea8451eceec5c308507e,毒APP,500-2000人,数据分析,2019-07-30,上海,本科,资深数据分析师,公司发展快 有成就感,经验5-10年,25k-40k,B轮,"移动互联网,电商"
5d43ea8451eceec5c308507f,哈啰出行,2000人以上,数据分析,2019-08-0211:14:00,上海,本科,业务数据分析,"领导好,平台优",经验5-10年,20k-35k,D轮及以上,"移动互联网,硬件"
5d43ea8451eceec5c3085080,Gridsum 国双,500-2000人,数据分析,2019-08-0210:44:00,上海,本科,高级数据分析师,大数据上市公司，氛围好，牛人多,经验3-5年,15k-20k,上市公司,"数据服务,企业服务"
5d43ea8551eceec5c3085081,宝尊电商,2000人以上,数据分析,2019-07-29,上海,本科,高级数据分析师,六险一金上市公司加班补贴 绩效奖金全勤奖,经验3-5年,10k-15k,上市公司,企业服务
5d43ea8551eceec5c3085082,虎扑,150-500人,数据分析,2019-08-0209:38:00,上海,本科,高级数据分析师（流量增长方向）,发展空间广阔、晋升完善、地铁周边、大平台,经验3-5年,15k-25k,D轮及以上,"移动互联网,文娱丨内容"
5d43ea8551eceec5c3085083,触宝,500-2000人,数据分析,2019-08-0209:43:00,上海,本科,高级数据分析师,美股上市公司，团队牛人多,经验3-5年,25k-40k,上市公司,"移动互联网,数据服务"
5d43ea8551eceec5c3085084,携程,2000人以上,数据分析,2019-07-30,上海,硕士,资深数据分析师,业务数据分析,经验3-5年,15k-25k,上市公司,旅游
5d43ea8551eceec5c3085085,交银企服,2000人以上,数据分析,2019-07-10,上海,本科,资深数据分析经理,银行，国企,经验5-10年,25k-50k,上市公司,"移动互联网,金融"
5d43ea8651eceec5c3085086,AdMaster,2000人以上,数据分析,2019-08-0214:09:00,上海,本科,高级数据分析师,空间大 平台好 福利多,经验1-3年,8k-15k,不需要融资,数据服务
5d43ea8651eceec5c3085087,饿了么,2000人以上,数据分析,2019-07-22,上海,本科,数据分析专家,13薪、福利旅游、扁平化管理,经验5-10年,25k-35k,D轮及以上,消费生活
5d43ea8651eceec5c3085088,字节跳动,2000人以上,数据分析,2019-08-0212:00:00,上海,本科,商业化数据分析师,六险二金 餐补 租房补贴 岗位晋升,经验3-5年,15k-30k,C轮,文娱丨内容
5d43ea8651eceec5c3085089,宜家,2000人以上,数据分析,2019-08-0214:04:00,上海,本科,高级数据分析师,员工餐厅 企业年金 超长年假 外企福利,经验5-10年,1k-2k,不需要融资,消费生活
5d43ea8751eceec5c308508a,眸事网,150-500人,数据分析,2019-08-01,上海,本科,高级数据分析师,"行业先锋,数据驱动,项目奖金,活力年轻",经验3-5年,10k-15k,天使轮,"移动互联网,企业服务"
5d43ea8751eceec5c308508b,蜻蜓FM,150-500人,数据分析,2019-08-0210:17:00,上海,本科,用户增长数据分析师,团队优秀,经验3-5年,20k-30k,D轮及以上,移动互联网
5d43ea8751eceec5c308508c,哔哩哔哩,2000人以上,数据分析,2019-07-31,上海,本科,高级数据分析师,空间大,经验3-5年,15k-30k,上市公司,"移动互联网,文娱丨内容"
5d43ea8751eceec5c308508d,交银企服,2000人以上,数据分析,2019-07-03,上海,本科,数据分析经理（金融科技）,银行，国企,经验5-10年,15k-30k,上市公司,"移动互联网,金融"
5d43ea8751eceec5c308508e,长投学堂,150-500人,数据分析,2019-08-01,上海,硕士,高级数据分析师/数据分析专家,平台好，发展空间大,经验3-5年,30k-40k,A轮,移动互联网
5d43ea8751eceec5c308508f,摩天轮,150-500人,数据分析,2019-08-0212:07:00,上海,本科,高级数据分析工程师,发展空间,经验5-10年,20k-30k,C轮,"移动互联网,电商"
5d43ea8851eceec5c3085090,上海锐力健身装备有限公司,2000人以上,数据分析,2019-07-11,上海,本科,数据分析专家（IT）,团队稳 领导好 做五休二 不经常加班,经验3-5年,13k-17k,不需要融资,其他
5d43ea8851eceec5c3085091,Shopee,2000人以上,数据分析,2019-08-0210:48:00,上海,本科,高级数据分析师,领航电商，六险一金，15天带薪年假,经验3-5年,15k-20k,上市公司,电商
5d43ea8851eceec5c3085092,Oriente,500-2000人,数据分析,2019-07-31,上海,本科,高级数据分析师,补贴，培训基金，期权，五险一金，出国旅游,经验5-10年,25k-40k,B轮,"移动互联网,金融"
5d43ea8851eceec5c3085093,维信金融科技集团,2000人以上,数据分析,2019-08-0209:46:00,上海,本科,高级数据分析师,上市公司，带薪年假，试用期全薪，年终多薪,经验3-5年,15k-20k,上市公司,金融
5d43ea8851eceec5c3085094,关爱通,150-500人,数据分析,2019-08-0211:14:00,上海,本科,高级数据分析师,福利好 假期多,经验3-5年,15k-30k,未融资,"电商,企业服务"
5d43ea8851eceec5c3085095,Hypers,50-150人,数据分析,2019-08-0209:54:00,上海,本科,高级数据分析师,"成长空间大,大牛多,氛围好,领导优",经验5-10年,25k-40k,上市公司,移动互联网
5d43ea8a51eceec5c3085096,饿了么,2000人以上,数据分析,2019-07-16,上海,本科,资深数据分析专员,"弹性工作,互联网氛围,福利待遇优,大平台",经验5-10年,30k-40k,D轮及以上,消费生活
5d43ea8a51eceec5c3085097,字节跳动,2000人以上,数据分析,2019-08-01,上海,本科,商业化数据分析师,六险一金，弹性工作，免费三餐，租房补贴,经验3-5年,20k-40k,C轮,文娱丨内容
5d43ea8a51eceec5c3085098,长投学堂,150-500人,数据分析,2019-08-01,上海,本科,中级数据分析师,扁平化管理 、带薪年假、季度团建,经验1-3年,15k-25k,A轮,移动互联网
5d43ea8b51eceec5c3085099,宜家,2000人以上,数据分析,2019-08-0214:04:00,上海,本科,高级数据分析师,员工餐厅 企业年金 超长年假 外企福利,经验5-10年,1k-2k,不需要融资,消费生活
5d43ea8b51eceec5c308509a,平安科技,2000人以上,数据分析,2019-08-01,上海,硕士,11217R-高级数据分析师（GBD）,"五险一金,绩效奖金,加班补助,交通补助",经验3-5年,15k-30k,不需要融资,金融
5d43ea8b51eceec5c308509b,上海你我贷互联网金融信息服务,500-2000人,数据分析,2019-08-0213:27:00,上海,本科,高级商业分析师/高级数据分析师,纳斯达克上市公司 职位上升空间大,经验3-5年,20k-40k,上市公司,金融
5d43ea8b51eceec5c308509c,爱库存,500-2000人,数据分析,2019-07-15,上海,本科,数据分析专家/经理,年终奖 独角兽 弹性工作 午晚餐,经验5-10年,30k-45k,B轮,"移动互联网,电商"
5d43ea8b51eceec5c308509d,小红书,500-2000人,数据分析,2019-08-01,上海,本科,薪酬数据分析岗,免费三餐，带薪年假，管理扁平,经验3-5年,20k-40k,D轮及以上,消费生活
5d43ea8b51eceec5c308509e,河姆渡电子商务有限公司,500-2000人,数据分析,2019-08-0212:59:00,上海,本科,高级数据分析师(J10257),"福利丰厚,晋升空间大",经验5-10年,15k-25k,A轮,电商
5d43ea8c51eceec5c308509f,旺旺集团,2000人以上,数据分析,2019-07-29,上海,大专,业务数据分析,节日福利、七天年假、员工班车、加班工资,经验1-3年,6k-8k,上市公司,"电商,移动互联网"
