_id,企业,企业规模,关键词,发布时间,城市,学历要求,岗位名称,福利,经验要求,薪资,融资情况,行业,页数
5d43fb0c7e62ba2bae19f951,Udesk－企业级智能客服平台,150-500人,数据挖掘,2019-08-0216:48:00,北京,本科,数据挖掘,数据量大、高负载、发展前景好、C轮,经验3-5年,20k-40k,C轮,企业服务,1
5d43fb0c7e62ba2bae19f952,洋钱罐,150-500人,数据挖掘,2019-08-0210:18:00,北京,本科,数据挖掘,十四薪；午餐晚餐；六险一金；地铁周边；,经验1-3年,15k-30k,不需要融资,"移动互联网,金融",1
5d43fb0d7e62ba2bae19f953,伊澳科技,2000人以上,数据挖掘,2019-08-0215:20:00,北京,本科,数据挖掘,"美女多,即将上市,有期权,大牛多",经验3-5年,40k-60k,上市公司,"移动互联网,电商",1
5d43fb0d7e62ba2bae19f954,贝壳,2000人以上,数据挖掘,2019-08-01,北京,本科,数据挖掘工程师,新部门，快速增长 超级独角兽,经验3-5年,25k-50k,D轮及以上,房产家居,1
5d43fb0d7e62ba2bae19f955,跟谁学,2000人以上,数据挖掘,2019-08-01,北京,本科,数据挖掘工程师,上市公司，六险一金，带薪年假，定期团建,经验3-5年,20k-35k,上市公司,"移动互联网,教育",1
5d43fb0d7e62ba2bae19f956,一点资讯,500-2000人,数据挖掘,2019-07-30,北京,本科,数据挖掘/数据科学家,弹性管理，移动互联网，钱途无量，前景好,经验1-3年,25k-35k,D轮及以上,文娱丨内容,1
5d43fb0d7e62ba2bae19f957,零犀科技,15-50人,数据挖掘,2019-08-01,北京,硕士,数据挖掘工程师,人工智能,经验1-3年,20k-40k,天使轮,"企业服务,数据服务",1
5d43fb0d7e62ba2bae19f958,百度,2000人以上,数据挖掘,2019-07-31,北京,本科,数据挖掘/分析师,免费早晚餐，大平台,经验3-5年,20k-40k,不需要融资,工具,1
5d43fb0e7e62ba2bae19f959,联想集团,2000人以上,数据挖掘,2019-08-0211:05:00,北京,硕士,数据挖掘专家,国际化视野 良好的工作环境 完善福利,经验5-10年,30k-45k,上市公司,"移动互联网,数据服务",1
5d43fb0e7e62ba2bae19f95a,新华网,500-2000人,数据挖掘,2019-07-31,北京,硕士,数据挖掘工程师（算法方向）,上市国企,经验3-5年,15k-20k,上市公司,"移动互联网,文娱丨内容",1
5d43fb0e7e62ba2bae19f95b,民生电商,150-500人,数据挖掘,2019-08-0210:51:00,北京,本科,数据挖掘及开发算法,福利待遇好，发展前景佳,经验3-5年,20k-30k,B轮,"移动互联网,金融",1
5d43fb0e7e62ba2bae19f95c,快手,2000人以上,数据挖掘,2019-08-0210:07:00,北京,本科,数据挖掘实习生,成长快,经验不限,6k-7k,D轮及以上,文娱丨内容,1
5d43fb0e7e62ba2bae19f95d,同程艺龙,2000人以上,数据挖掘,2019-08-01,北京,本科,数据挖掘,薪资福利好，发展平台大,经验3-5年,20k-40k,上市公司,旅游,1
5d43fb0e7e62ba2bae19f95e,源梦伟业,50-150人,数据挖掘,2019-08-0209:30:00,北京,本科,数据挖掘,扁平化管理，团队nice,经验3-5年,25k-50k,未融资,"移动互联网,数据服务",1
5d43fb0f7e62ba2bae19f95f,省钱快报,150-500人,数据挖掘,2019-08-0216:45:00,北京,本科,数据挖掘工程师,成长空间、技能提升、免费三餐,经验3-5年,25k-50k,C轮,"移动互联网,电商",1
5d43fb117e62ba2bae19f960,四维图新,2000人以上,数据挖掘,2019-08-01,北京,博士,数据挖掘算法工程师,上市平台 14薪,经验不限,15k-25k,上市公司,"移动互联网,消费生活",2
5d43fb117e62ba2bae19f961,联想集团,2000人以上,数据挖掘,2019-08-0210:20:00,北京,本科,数据挖掘,福利好,经验不限,25k-50k,上市公司,"移动互联网,数据服务",2
5d43fb117e62ba2bae19f962,OPPO,2000人以上,数据挖掘,2019-08-0214:31:00,北京,本科,数据挖掘工程师（北京/深圳）1482,弹性工作,经验3-5年,25k-40k,不需要融资,硬件,2
5d43fb117e62ba2bae19f963,阿里巴巴-高德,2000人以上,数据挖掘,2019-08-01,北京,本科,机器学习/数据挖掘/NLP资深工程师,发展前景,经验3-5年,15k-30k,上市公司,工具,2
5d43fb127e62ba2bae19f964,Opera,500-2000人,数据挖掘,2019-07-30,北京,本科,数据挖掘,弹性工作,经验3-5年,25k-40k,上市公司,移动互联网,2
5d43fb127e62ba2bae19f965,车好多集团,2000人以上,数据挖掘,2019-07-30,北京,硕士,数据挖掘（用户画像）,一线互联网技术背景+全年最高19薪,经验5-10年,50k-100k,D轮及以上,消费生活,2
5d43fb127e62ba2bae19f966,高域海汇,150-500人,数据挖掘,2019-08-0214:05:00,北京,硕士,数据挖掘工程师,核心业务，行业大牛，上升空间，弹性作息,经验1-3年,16k-27k,不需要融资,移动互联网,2
5d43fb137e62ba2bae19f967,区块节点,50-150人,数据挖掘,2019-08-0210:35:00,北京,本科,数据挖掘工程师,最前沿技术；团队氛围；福利待遇,经验1-3年,15k-30k,不需要融资,移动互联网,2
5d43fb137e62ba2bae19f968,一亩田,150-500人,数据挖掘,2019-08-01,北京,本科,数据挖掘&算法工程师,年终奖 五险一金 团建 期权,经验1-3年,16k-28k,C轮,"移动互联网,电商",2
5d43fb137e62ba2bae19f969,阳光保险集团,2000人以上,数据挖掘,2019-08-0213:57:00,北京,本科,数据挖掘工程师,大平台 团队实力强,经验3-5年,20k-40k,上市公司,"移动互联网,金融",2
5d43fb137e62ba2bae19f96a,佰策科技,150-500人,数据挖掘,2019-08-0214:40:00,北京,本科,数据挖掘工程师（用户画像）,交通便利 福利多多 牛人带队 扁平管理,经验3-5年,20k-40k,A轮,"移动互联网,广告营销",2
5d43fb137e62ba2bae19f96b,绿湾科技,150-500人,数据挖掘,2019-08-0210:28:00,北京,本科,数据挖掘工程师（智慧城市）,全额社保；商业保险；各种补贴；下午茶等,经验3-5年,25k-50k,B轮,"企业服务,数据服务",2
5d43fb147e62ba2bae19f96c,融360,500-2000人,数据挖掘,2019-08-01,北京,硕士,数据挖掘工程师,牛人团队,经验3-5年,25k-50k,上市公司,金融,2
5d43fb147e62ba2bae19f96d,融慧金科,50-150人,数据挖掘,2019-08-0210:55:00,北京,本科,数据挖掘/模型开发工程师,"股权激励,年终奖,餐补,话补",经验1-3年,15k-30k,A轮,"金融,数据服务",2
5d43fb147e62ba2bae19f96e,唯医网,150-500人,数据挖掘,2019-08-0210:58:00,北京,本科,数据挖掘工程师,互联网医疗；发展前景好；医疗大数据；,经验3-5年,25k-50k,B轮,医疗健康,2
5d43fb157e62ba2bae19f96f,车好多集团,2000人以上,数据挖掘,2019-07-31,北京,本科,数据挖掘,六险一金 期权 不打卡,经验5-10年,40k-70k,D轮及以上,消费生活,3
5d43fb157e62ba2bae19f970,妙计旅行,150-500人,数据挖掘,2019-07-31,北京,本科,数据挖掘研究员,大牛带队；上升空间,经验1-3年,20k-40k,B轮,旅游,3
5d43fb157e62ba2bae19f971,每日一淘,150-500人,数据挖掘,2019-07-30,北京,本科,数据挖掘,电商,经验3-5年,29k-55k,不需要融资,"移动互联网,电商",3
5d43fb157e62ba2bae19f972,小米,2000人以上,数据挖掘,2019-07-24,北京,不限,数据挖掘工程师,五险一金、弹性工作、双休、团队氛围好,经验不限,30k-60k,D轮及以上,硬件,3
5d43fb157e62ba2bae19f973,百融云创,500-2000人,数据挖掘,2019-08-0210:24:00,北京,不限,数据挖掘工程师,六险一金 福利补贴 弹性工作,经验不限,15k-25k,C轮,金融,3
5d43fb167e62ba2bae19f974,知网,2000人以上,数据挖掘,2019-07-24,北京,硕士,数据挖掘,五险二金、年假、免费早午餐、住宿,经验不限,8k-15k,上市公司,"移动互联网,电商",3
5d43fb167e62ba2bae19f975,滴滴,2000人以上,数据挖掘,2019-08-0211:47:00,北京,本科,数据挖掘工程师(J190701028),福利高 免费班车 弹性工作,经验5-10年,60k-80k,不需要融资,汽车丨出行,3
5d43fb167e62ba2bae19f976,梧桐车联,150-500人,数据挖掘,2019-08-01,北京,本科,数据挖掘工程师,地铁周边、带薪年假、扁平管理、不打卡,经验3-5年,20k-40k,不需要融资,"硬件,人工智能",3
5d43fb167e62ba2bae19f977,微聚未来,500-2000人,数据挖掘,2019-08-01,北京,本科,数据挖掘工程师,七险一金 牛人指引 餐饮补贴 技术氛围强,经验3-5年,20k-40k,不需要融资,"移动互联网,金融",3
5d43fb167e62ba2bae19f978,roobo,150-500人,数据挖掘,2019-07-31,北京,本科,数据挖掘工程师,"人工智能,独角兽,工程师文化",经验3-5年,25k-50k,B轮,硬件,3
5d43fb167e62ba2bae19f979,金山办公软件,2000人以上,数据挖掘,2019-08-01,北京,本科,数据挖掘工程师,"技术提高,发展前景,年度旅行,团队好",经验3-5年,30k-50k,上市公司,移动互联网,3
5d43fb177e62ba2bae19f97a,字节跳动,2000人以上,数据挖掘,2019-08-0210:57:00,北京,本科,数据挖掘工程师,六险一金，弹性工作，免费三餐，租房补贴,经验1-3年,40k-70k,C轮,文娱丨内容,3
5d43fb177e62ba2bae19f97b,数美,150-500人,数据挖掘,2019-07-31,北京,本科,资深数据挖掘工程师,"海量数据,待遇给力,顶尖团队",经验3-5年,30k-60k,B轮,"企业服务,数据服务",3
5d43fb177e62ba2bae19f97c,美团点评,2000人以上,数据挖掘,2019-08-0210:35:00,北京,本科,LBS-数据挖掘工程师,平台大 发展空间,经验5-10年,35k-60k,上市公司,消费生活,3
5d43fb177e62ba2bae19f97d,永洪科技,150-500人,数据挖掘,2019-08-0215:01:00,北京,本科,数据挖掘经理,技术大牛，工作氛围好，行业领先,经验5-10年,30k-40k,C轮,企业服务,3
5d43fb197e62ba2bae19f97e,车好多集团,2000人以上,数据挖掘,2019-08-01,北京,本科,数据挖掘,弹性工作，福利多多；,经验3-5年,15k-25k,D轮及以上,消费生活,4
5d43fb1a7e62ba2bae19f97f,滴滴,2000人以上,数据挖掘,2019-08-0214:24:00,北京,本科,数据挖掘/深度学习算法工程师/专家 (J190516015),成熟团队 核心业务,经验3-5年,30k-55k,不需要融资,汽车丨出行,4
5d43fb1a7e62ba2bae19f980,微聚未来,500-2000人,数据挖掘,2019-08-01,北京,本科,数据挖掘工程师（社交关系模型方向）,七险一金、15-20薪、牛人团队,经验1-3年,15k-30k,不需要融资,"移动互联网,金融",4
5d43fb1a7e62ba2bae19f981,字节跳动,2000人以上,数据挖掘,2019-07-31,北京,本科,数据挖掘工程师,三餐下午茶 房补 商业医疗,经验不限,25k-50k,C轮,文娱丨内容,4
5d43fb1a7e62ba2bae19f982,金山办公软件,2000人以上,数据挖掘,2019-08-0209:35:00,北京,本科,数据挖掘工程师,"免费三餐,免费健身房,六险一金,各种团建",经验1-3年,15k-30k,上市公司,移动互联网,4
5d43fb1b7e62ba2bae19f983,美团点评,2000人以上,数据挖掘,2019-08-0210:35:00,北京,硕士,美团地图-数据挖掘工程师,平台大 发展空间,经验3-5年,35k-40k,上市公司,消费生活,4
5d43fb1b7e62ba2bae19f984,智融集团,150-500人,数据挖掘,2019-08-0210:10:00,北京,本科,高级数据挖掘工程师,"工场投资,优秀团队,成长空间,早晚餐零饮",经验3-5年,25k-40k,C轮,金融,4
5d43fb1b7e62ba2bae19f985,妙计旅行,150-500人,数据挖掘,2019-07-31,北京,本科,数据挖掘工程师,七险一金；大牛带队；上升空间,经验3-5年,20k-30k,B轮,旅游,4
5d43fb1b7e62ba2bae19f986,百度,2000人以上,数据挖掘,2019-08-0212:57:00,北京,本科,地图数据挖掘工程师,六险一金,经验3-5年,20k-40k,不需要融资,工具,4
5d43fb1b7e62ba2bae19f987,一亩田,150-500人,数据挖掘,2019-08-01,北京,本科,高级数据挖掘&算法工程师,年终奖 五险一金 团建 期权,经验3-5年,23k-38k,C轮,"移动互联网,电商",4
5d43fb1b7e62ba2bae19f988,Opera,500-2000人,数据挖掘,2019-07-30,北京,本科,数据挖掘工程师（广告平台）,"弹性工作,千万级用户,发展空间大",经验不限,25k-50k,上市公司,移动互联网,4
5d43fb1c7e62ba2bae19f989,太古代科技,50-150人,数据挖掘,2019-07-24,北京,硕士,数据挖掘工程师,福利待遇优厚！,经验1-3年,20k-40k,B轮,"区块链,人工智能",4
5d43fb1c7e62ba2bae19f98a,瞳门科技,50-150人,数据挖掘,2019-07-31,北京,本科,数据挖掘工程师,"福利好,待遇佳,前景好,人nice",经验3-5年,20k-40k,未融资,"数据服务,企业服务",4
5d43fb1c7e62ba2bae19f98b,会分期,150-500人,数据挖掘,2019-07-31,北京,本科,数据挖掘专家(J10319),技术大牛,经验5-10年,50k-70k,D轮及以上,"移动互联网,金融",4
5d43fb1c7e62ba2bae19f98c,火花思维,2000人以上,数据挖掘,2019-08-0216:39:00,北京,本科,高级数据挖掘工程师,七险一金，带薪年假,经验3-5年,20k-40k,C轮,"移动互联网,教育",4
5d43fb1d7e62ba2bae19f98d,字节跳动,2000人以上,数据挖掘,2019-07-31,北京,本科,数据挖掘与分析师,三餐下午茶 房补 商业医疗,经验不限,25k-50k,C轮,文娱丨内容,5
5d43fb1d7e62ba2bae19f98e,车好多集团,2000人以上,数据挖掘,2019-07-30,北京,硕士,数据挖掘工程师/专家,具有挑战力的落地应用场景，成长空间,经验3-5年,50k-100k,D轮及以上,消费生活,5
5d43fb1d7e62ba2bae19f98f,小米,2000人以上,数据挖掘,2019-07-31,北京,本科,数据/数据挖掘工程师,"大牛云集,明星团队",经验3-5年,20k-40k,D轮及以上,硬件,5
5d43fb1d7e62ba2bae19f990,去哪儿网,2000人以上,数据挖掘,2019-08-0214:16:00,北京,本科,高级数据挖掘工程师 (MJ003807),带薪年假；带薪病假；旅行基金；周末双休,经验5-10年,30k-45k,不需要融资,旅游,5
5d43fb1e7e62ba2bae19f991,人民在线,150-500人,数据挖掘,2019-08-0209:53:00,北京,本科,数据挖掘研发工程师,"五险一金,补充医疗,带薪年假,大牛团队",经验3-5年,10k-20k,不需要融资,"数据服务,移动互联网",5
5d43fb1e7e62ba2bae19f992,三江信达,少于15人,数据挖掘,2019-07-25,北京,本科,数据挖掘工程师,"互联网安全,硅谷创投,大数据分析,创新技术",经验不限,20k-40k,天使轮,信息安全,5
5d43fb1e7e62ba2bae19f993,天创信用,150-500人,数据挖掘,2019-07-16,北京,本科,数据挖掘工程师,弹性工作，不打卡，领导nice，补充医疗,经验1-3年,10k-20k,B轮,"移动互联网,金融",5
5d43fb1e7e62ba2bae19f994,佰策科技,150-500人,数据挖掘,2019-08-0214:40:00,北京,本科,资深数据挖掘工程师,交通便利 福利多多 牛人带队 扁平管理,经验5-10年,35k-70k,A轮,"移动互联网,广告营销",5
5d43fb1e7e62ba2bae19f995,优阅互动,50-150人,数据挖掘,2019-07-22,北京,本科,数据挖掘工程师,待遇丰厚，餐补房补，临近地铁，弹性工作,经验3-5年,15k-30k,A轮,移动互联网,5
5d43fb1e7e62ba2bae19f996,同程艺龙,2000人以上,数据挖掘,2019-07-22,北京,本科,数据挖掘工程师,"千万级流量,扁平化管理,技术分享",经验3-5年,30k-60k,上市公司,旅游,5
5d43fb1e7e62ba2bae19f997,贝壳,2000人以上,数据挖掘,2019-08-0210:28:00,北京,本科,资深数据挖掘工程师,"免费三餐,六险两金,行业翘首,大牛云集",经验3-5年,25k-50k,D轮及以上,房产家居,5
5d43fb1f7e62ba2bae19f998,阿里巴巴-高德,2000人以上,数据挖掘,2019-08-01,北京,本科,高级算法--POI数据挖掘,平台好，级别高，待遇好,经验5-10年,20k-40k,上市公司,工具,5
5d43fb1f7e62ba2bae19f999,瑞幸咖啡,2000人以上,数据挖掘,2019-08-0210:00:00,北京,本科,高级数据挖掘工程师,互联网新零售业务公司,经验3-5年,15K-30K,上市公司,"移动互联网,消费生活",5
5d43fb1f7e62ba2bae19f99a,新意互动,500-2000人,数据挖掘,2019-08-0212:25:00,北京,本科,高级数据挖掘工程师,集团公司、绩效奖金、晋升、团建、年终奖,经验3-5年,20k-40k,上市公司,广告营销,5
5d43fb1f7e62ba2bae19f99b,竞技世界,500-2000人,数据挖掘,2019-07-31,北京,本科,高级数据挖掘工程师,六险一金、多重福利,经验5-10年,20k-40k,不需要融资,"移动互联网,游戏",5
5d43fb217e62ba2bae19f99c,字节跳动,2000人以上,数据挖掘,2019-08-01,北京,本科,数据挖掘工程师-反作弊方向,六险一金，弹性工作，免费三餐，租房补贴,经验3-5年,30k-50k,C轮,文娱丨内容,6
5d43fb217e62ba2bae19f99d,车好多集团,2000人以上,数据挖掘,2019-07-30,北京,不限,数据挖掘工程师/专家（智能定价）,一线互联网技术背景+全年最高19薪,经验3-5年,50k-100k,D轮及以上,消费生活,6
5d43fb217e62ba2bae19f99e,小米,2000人以上,数据挖掘,2019-07-24,北京,不限,高级数据挖掘工程师,五险一金、弹性工作、双休、团队氛围好,经验不限,25k-50k,D轮及以上,硬件,6
5d43fb217e62ba2bae19f99f,学科网,500-2000人,数据挖掘,2019-08-0216:11:00,北京,本科,数据挖掘产品经理（BI）,高效的团队，有魅力的领导,经验3-5年,20k-35k,B轮,移动互联网,6
